size,color,price,uniq_id,brand_name,highlights,product_id,description,ingredients,availability,product_name,primary_image_url
0.15 oz,Wine w/ Everything Creme,10.49,0182d1a43905ba56,Revlon,,xlsImpprod2940211,"BenefitsLUSCIOUS COMFORT: Formulated with 80% conditioning ingredientsLUXURIOUS COLOR: Made with microfine pigments for lipstick shades that are rich with color yet lightweight in feelSOFT, FULLER-LOOKING LIPS: Glides on smoothly to visibly minimize lines for soft, fuller-looking lipsMORE SHADES, MORE PLAY: 12 NEW colors, 72 iconic shades in allKey IngredientsFormulated with 80% conditioning ingredientsFeaturesThere are over 130 ways to play with cool, classic and trendy shades ranging from nudes, pinks, reds, corals, browns, and purples","[{""ingredients"": ""Trioctyldodecyl Citrate, Ozokerite, Polybutene, Ethylhexyl Palmitate, Octyldodecyl Neopentanoate, Pentaerythrityl Tetraisostearate, C10 30 Cholesterol/Lanesterol Esters, Bis Diglyceryl Polyacyladipate 2, Caprylic/Capric Triglyceride, Cera Microcristallina (Microcrystalline Wax), Paraffin, Silica, Synthetic Fluorphlogopite, Calcium Sodium Borosilicate, Synthetic Wax, Tocopheryl Acetate, Ascorbyl Palmitate, Aloe Barbadensis Leaf Extract, Serica (Silk Powder), Pentaerythrityl Tetraethylhexanoate, Polyethylene, Ethylene/Propylene Copolymer, Palmitic Acid, Hydrogenated Polyisobutene, BHT, Benzoic Acid, May Contain:, Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 33 Lake (CI 17200), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985), Blue 1 Lake (CI 42090), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Red 27 Lake (CI 45410), Bismuth Oxychloride (CI 77163), Carmine (CI 75470).""}]",in_stock,Super Lustrous Lipstick,https://media.ulta.com/i/ulta/1741449
0.11 oz,Ebony Winedeep wine,10.75,01b8a08927fecede,BLK/OPL,,pimprod2022183,"BenefitsNourishing ingredients plump, protect, soften and hydrate lipsMoisturizing formula smooths and restores fullness to lipsCreamy, highly pigmented color amplifies lips in a single sweepHead-turning shades level up all lips for all skin types and tonesParaben-freeKey IngredientsAn emollient-rich blend of Monoi de Tahiti and Jojoba Oils cushion lips in comfort and moisture.","[{""ingredients"": ""Isostearyl Isostearate, Ricinus Communis (Castor) Seed Oil, Microcrystalline Wax (Cera Microcristallina), Cetyl Lactate, Isostearyl Palmitate, Caprylic/ Capric Triglyceride, Polyethylene, Euphorbia Cerifera (Candelilla) Wax (Candelilla Cera), Copernicia Cerifera (Carnauba) Wax (Carnauba Cera), Polyglyceryl-10 Pentaoleate, Hydrogenated Soybean Oil, Paraffin, Squalane, Helianthus Annuus (Sunflower) Seed Oil, Lauryl PCA, Pentaerythrityl Tetraisostearate, Silica Dimethyl Silylate, Sodium Chondroitin Sulfate, Atelocollagen, C12-15 Alkyl Benzoate, Tribehenin, Ceramide 2, Stearic Acid, PEG-10 Rapeseed Sterol, Palmitoyl Oligopeptide, Retinyl Palmitate, Tocopheryl Acetate, Tocopherol, Tetrahexyldecyl Ascorbate, Calcium Sodium Borosilicate, Silica, Synthetic Fluorphlogopite, Polyethylene Terephthalate, Acrylates Copolymer, Caprylyl Glycol, Fragrance (Parfum) May Contain Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Carmine (CI 75470), Red 6 (CI 15850), Red 7 Lake (CI 15850), Red 21 (CI 45380), Red 27 (CI 45410), Red 28 Lake (CI 45410), Red 33 Lake (CI 17200), Orange 5 (CI 45370), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985), Blue 1 Lake (CI 42090).""}]",in_stock,COLORSPLURGE Risqué Crème Lipstick,https://media.ulta.com/i/ulta/2578487
0.12 oz,Everybody's Heroinebright purple,25.0,01c33ad3a60ced8e,MAC,,pimprod2043558,"BenefitsConditions and nourishes lipsImmediate and 8-hour moistureComfortable formulaLong-wearing and color-true, 12 hoursNon-feathering and non-bleeding, 12 hoursNon-flaking and non-caking, 12 hoursIconic matte lipstick that changed the world we live in may have been reimagined, but each famous and fresh hue still serves up that signature vanilla scent you already loveKey IngredientsCoconut Oil, Organic Shea & Cocoa Butter: Helps to condition and and nourish lipsResearch Results98% said this lipstick feels comfortable throughout wear*95% said this lipstick provides high impact colour throughout wear96% said this lipstick leaves lips feeling soft/smooth**96% said this lipstick feels luxurious****Consumer testing on 120 women after using product for 1 week.**Consumer testing on 109 women after using product for 1 week.***Consumer testing on 110 women after using product for 1 week.","[{""ingredients"": ""Octyldodecanol, Neopentyl Glycol Diheptanoate, Synthetic Wax, Pentaerythrityl Tetraisostearate, Trimethylpentanediol/Adipic Acid/Glycerin Crosspolymer, Silica, Microcrystalline Wax\\Cera Microcristallina\\Cire Microcristalline, Euphorbia Cerifera (Candelilla) Wax\\Candelilla Cera\\Cire De Candelilla, Butyrospermum Parkii (Shea) Butter, Cocos Nucifera (Coconut) Oil, Kaolin, Bis-Diglyceryl Polyacyladipate-2, Copernicia Cerifera (Carnauba) Wax\\ Copernicia Cerifera Cera \\Cire De Carnauba, Boron Nitride, Theobroma Cacao (Cocoa) Seed Butter, Polyglyceryl-3 Diisostearate, Methicone, Disteardimonium Hectorite, Propylene Carbonate, Lecithin, Vanillin, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, [+/- Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Red 6 (CI 15850), Red 7 (CI 15850), Red 28 (CI 45410), Red 30 (CI 73360), Red 33 (CI 17200), Yellow 5 (CI 19140), Blue 1 Lake (CI 42090), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Red 33 Lake (CI 17200), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985)]""}]",in_stock,M·A·Cximal Silky Matte Lipstick,https://media.ulta.com/i/ulta/2621525
0.12 oz,Pink Blushcool muted pink,4.99,01d64aca6ec95413,Essence,"[""Clean Ingredients"", ""Cruelty Free"", ""Vegan"", ""Give Back""]",pimprod2040254,"FeaturesQuick-drying liquid lipstick formulaColor intenseProvides an intense, velvety matte finishStays put for up to 8 hoursFormula feels light and comfortable on your lipsNo smudging or stainingFormulated WithoutAnimal by-productGlutenMicroplastic particlesParabensPreservativesSilicones","[{""ingredients"": ""Pink Blush: Isododecane, Trimethylsiloxysilicate, Octyldodecanol, Dimethicone, Tribehenin, Pentaerythrityl Tetraisostearate, Silica, Mica, Kaolin, Dimethicone/Vinyl Dimethicone Crosspolymer, Disteardimonium Hectorite, Talc, Diisostearyl Malate, Propylene Carbonate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Parfum (Fragrance), CI 15850 (Red 7 Lake), CI 42090 (Blue 1 Lake), CI 77491 (Iron Oxides), CI 77492 (Iron Oxides), CI 77499 (Iron Oxides), CI 77891 (Titanium Dioxide).""}]",in_stock,8H Matte Liquid Lipstick,https://media.ulta.com/i/ulta/2611303
0.10 oz,Sheer Mielesheer warm taupe nude,24.0,0204559f906a0e47,Stila,"[""Cruelty Free""]",xlsImpprod4930039,"Benefits12-hour rich, pigmented color; no feathering or bleedingBudge-proof, smudge-proof, transfer-proof & waterproofAll-day wear that's rich & replenishingFeaturesEnhanced precision applicator makes lip contouring, defining & filling easier than everNon-drying, creamy, nourishing formula with plant-based ingredients, jojoba oil & pomegranate flowerResearch Results100% said this product provides full-coverage lip color*100% said this applicator provides smooth application*94% said this formula delivers a color-rich, matte finish**Based on a clinical-test study of 34 subjects.","[{""ingredients"": ""Isododecane, Mica, Dimethicone, Trimethylsiloxysilicate, Polybutene, Petrolatum, Cyclohexasiloxane, Kaolin, Disteardimonium Hectorite, Beeswax/Cera Alba/Cire D'Abeille, Silica Dimethyl Silylate, Flavor/Aroma, Glyceryl Behenate/Eicosadioate, Propylene Carbonate, Barium Sulfate, Aluminum Hydroxide, Persea Gratissima (Avocado) Oil, Tocopherol, Rosin/Colorphonium/Colophane, Cyclopentasiloxane, Benzyl Alcohol, Titanium Dioxide (CI 77891), Red 7 Lake (CI 15850), Iron Oxides (CI 77491, CI 77492), Blue 1 Lake (CI 42090).""}]",in_stock,Stay All Day Liquid Lipstick,https://media.ulta.com/i/ulta/2584761
0.07 oz,Camilleneutral pink,35.0,02412fd4de623dab,Laura Mercier,,pimprod2033906,"BenefitsSheer, easy to apply color kisses your lips for a care-free effortless lookSmoothes the look & feel of lips for 12 hours of comfortable weightless wearNourishing fruit blend of raspberry seed oil & mango butter lock in 24 hours of instant and overtime lip softening hydrationKey IngredientsSoft Focus Flex Powders blur for a smooth, matte lip lookGel wrapped pigments for comfortable, non-drying color instantly & over timePower Care Blend improves lip texturePlant-derived emollient blend of coconut & glycerin is lightweight and moisturizingRaspberry seed oil creates a lipid barrier for moisture retentionMango butter moisturizes skin & helps to reduce fine lines and wrinklesShea butter conditions & helps to restore skin elasticityPlant-derived vitamin C for strong skin affinity & fatty acids increase penetrationFormulated WithoutFragranceParabensPhthalatesMineral oilSulfatesAlcoholFormaldehyde","[{""ingredients"": ""Caprylic/Capric Triglyceride, Trimethylolpropane Triisostearate, Polyethylene, Mica, Cetyl Ethylhexanoate, Pentaerythrityl Tetraisostearate, Silica, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, C20-40 Alcohols, Isododecane, Hydrogenated Polycyclopentadiene, Silica Dimethyl Silylate, Disteardimonium Hectorite, Butyrospermum Parkii (Shea) Butter, Tocopheryl Acetate, Mangifera Indica (Mango) Seed Butter, Rubus Idaeus (Raspberry) Seed Oil, Tetrahexyldecyl Ascorbate, Propylene Carbonate, Cetyl Alcohol, Citric Acid. May Contain/Peut Contenir (+/-): Blue 1 Lake (Ci 42090), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Red 6 (Ci 15850), Red 7 Lake (Ci 15850), Red 28 (Ci 45410), Red 28 Lake (Ci 45410), Red 30 Lake (Ci 73360), Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140).""}]",in_stock,Petal Soft Lipstick Crayon,https://media.ulta.com/i/ulta/2599318
0.08 oz,Night Bloomdeep magenta,26.0,024421af73ea3fee,ILIA,"[""Clean Ingredients"", ""Cruelty Free"", ""Give Back""]",pimprod2047224,"BenefitsLong-wear, up to 12-hoursBleed-resistantSmoothingBarrier-building12 soft-matte shadesCreamy, weightless textureDermatologist-testedKey IngredientsSea Succulent - Dramatically boosts hydration + helps replenish the skin barrier over timeHyaluronic Acid - Attracts moisture to skin to hydrate, smooth + plump for fuller-looking lipsSeaweed Extract - Sustainably sourced skin supporter that visibly improves definition + volumeRosehip Oil - Skin conditioner rich in fatty acids that help to nourish + soften lipsResearch Results100% said lips were smoothed*98% said lips looked fuller*98% said their lips felt moisturized**96% said the product doesn't bleed**Instant results(*). Results after 8 days(**).","[{""ingredients"": ""Tridecyl Trimellitate, Octyldodecanol, Dicalcium Phosphate, Synthetic Wax, Caprylic/Capric Triglyceride, Diisostearyl Malate, Synthetic Beeswax, Helianthus Annuus (Sunflower) Seed Wax, Rosa Canina Fruit Oil, Salicornia Herbacea Extract, Undaria Pinnatifida Extract, Sodium Hyaluronate, Rubus Idaeus (Raspberry) Leaf Extract, Ricinus Communis (Castor) Seed Oil, Disteardimonium Hectorite, Propylene Carbonate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Hydrogenated Castor Oil, Barium Sulfate. May Contain: CI 77891 (Titanium Dioxide), CI 15850 (Red 7 Lake), Mica, CI 15850 (Red 6), CI 19140 (Yellow 5 Lake), CI 15850 (Red 7), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 15850 (Red 7), CI 45410 (Red 28 Lake), CI 42090 (Blue 1 Lake), CI 45380 (Red 22 Lake), CI 15985 (Yellow 6 Lake).""}]",in_stock,Lip Sketch Hydrating Crayon,https://media.ulta.com/i/ulta/2629399
0.12 oz,Lady Dangervivid bright coral red,25.0,024e14623117581e,MAC,,pimprod2043558,"BenefitsConditions and nourishes lipsImmediate and 8-hour moistureComfortable formulaLong-wearing and color-true, 12 hoursNon-feathering and non-bleeding, 12 hoursNon-flaking and non-caking, 12 hoursIconic matte lipstick that changed the world we live in may have been reimagined, but each famous and fresh hue still serves up that signature vanilla scent you already loveKey IngredientsCoconut Oil, Organic Shea & Cocoa Butter: Helps to condition and and nourish lipsResearch Results98% said this lipstick feels comfortable throughout wear*95% said this lipstick provides high impact colour throughout wear96% said this lipstick leaves lips feeling soft/smooth**96% said this lipstick feels luxurious****Consumer testing on 120 women after using product for 1 week.**Consumer testing on 109 women after using product for 1 week.***Consumer testing on 110 women after using product for 1 week.","[{""ingredients"": ""Octyldodecanol, Neopentyl Glycol Diheptanoate, Synthetic Wax, Pentaerythrityl Tetraisostearate, Trimethylpentanediol/Adipic Acid/Glycerin Crosspolymer, Silica, Microcrystalline Wax\\Cera Microcristallina\\Cire Microcristalline, Euphorbia Cerifera (Candelilla) Wax\\Candelilla Cera\\Cire De Candelilla, Butyrospermum Parkii (Shea) Butter, Cocos Nucifera (Coconut) Oil, Kaolin, Bis-Diglyceryl Polyacyladipate-2, Copernicia Cerifera (Carnauba) Wax\\ Copernicia Cerifera Cera \\Cire De Carnauba, Boron Nitride, Theobroma Cacao (Cocoa) Seed Butter, Polyglyceryl-3 Diisostearate, Methicone, Disteardimonium Hectorite, Propylene Carbonate, Lecithin, Vanillin, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, [+/- Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Red 6 (CI 15850), Red 7 (CI 15850), Red 28 (CI 45410), Red 30 (CI 73360), Red 33 (CI 17200), Yellow 5 (CI 19140), Blue 1 Lake (CI 42090), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Red 33 Lake (CI 17200), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985)]""}]",in_stock,M·A·Cximal Silky Matte Lipstick,https://media.ulta.com/i/ulta/2621402
0.23 oz,Torch Gingerbright orange,23.0,0252ce7850b062b9,KVD Beauty,,pimprod2034060,"BenefitsAll-day transfer-proof wearExtreme hyperlight comfort with a non-drying feelFeather-resistant matte finishUltra-thin, flexible formula helps prevent caking & flakingSlim precision tip for complete controlIn petal-soft neutrals & intoxicating pops named after poisonous plants and bizarre blooms100% veganFeatures100% of wearers agreed that this lipstick felt comfortable even after 8 hours**In a consumer study on 32 volunteersKey IngredientsRaspberry stem cells nourish lips & help provide all-day comfort","[{""ingredients"": ""Torch Ginger: Dimethicone, Trimethylsiloxysilicate, Trisiloxane, Isododecane, Mica, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Isononyl Isononanoate, Cetyl Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Disteardimonium Hectorite, Illite, Alcohol Denat., C30-45 Alkyl Dimethicone, Caprylic/Capric Triglyceride, Ethyl Vanillin, Laureth-4, Aqua/Water/Eau, Rubus Idaeus (Raspberry) Leaf Extract, BHT, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492), Red 28 Lake (CI 45410), Blue 1 Lake (CI 42090).""}]",in_stock,Everlasting Hyperlight Vegan Transfer,https://media.ulta.com/i/ulta/2599010
0.13 oz,Tropical Coralfrosted warm pink-coral,11.49,0278ba48ad8ea0e4,L'Oréal,,2681,"FeaturesL'Oreal Paris Presents The Houses of Colour Riche, Four vibrant color families- Reds, Berries, Pinks, NudesColor does not smudge, smear, migrate, or feather, Colour Riche Satin smoothes the lips in just one coatChoose from bold reds, vibrant mauves, bright pinks, and your-lips-but-better nudes, Choose your House, Choose your colorColour Riche Satin, available in multiple shades, Pair with Colour Riche Lip Liner for a complete lip lookBenefitsInfused with 75% caring ingredients like vitamin E & Argan oil, Colour Riche Satin leaves lips feeling soft and moisturized","[{""ingredients"": ""Lanolin Liquida/Lanolin Oil, Oleyl Erucate, Sesamum Indicum Oil/Sesame Seed Oil, Cera Microcristallina/Microcrystalline Wax/Cire Icrocristalline, Ppg-5 Lanolin Wax, Acetylated Lanolin, Cera Alba/Beeswax/Cire Dabeille, Disteardimonium Hectorite, Parfum/Fragrance, Tocopheryl Acetate, Rosa Canina Fruit Oil, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Synthetic Fluorphlogopite, Argania Spinosa Oil/Argania Spinosa Kernel Oil, Calcium Aluminum Borosilicate, Geraniol, Benzyl Alcohol, Silica, Hexyl Cinnamal, Hydroxycitronellal, Calcium Sodium Borosilicate, Methyl-2-Octynoate, Tin Oxide, Polyethylene Terephthalate, Acrylates Copolymer. May Contain: Mica, CI 77891/Titanium Dioxide, CI 77499, CI 77492, CI 77491/Iron Oxides, CI 15850/Red 7, CI 45410/Red 28 Lake, CI 15985/Yellow 6 Lake, CI 77163/Bismuth Oxychloride, CI 19140/Yellow 5 Lake, CI 45380/Red 22 Lake, CI 75470/Carmine, CI 42090/Blue 1 Lake. FIL D33009/13.""}]",in_stock,Colour Riche Original Satin Lipstick,https://media.ulta.com/i/ulta/2117569
0.12 oz,53 Inspiranteraspberry red,50.0,0283459662aef369,CHANEL,,pimprod2030102,"FeaturesThe non-drying formula features highly concentrated pigments for a bold result, and a combination of microspheres and ultra-fine pearly particles for a velvety feel.Jojoba oil helps comfort and moisturize lips.","[{""ingredients"": ""Dicaprylyl Carbonate, Isononyl Isononanoate, Diisostearyl Malate, Synthetic Wax, Polymethylsilsesquioxane, Jojoba Esters, Hydrogenated Castor Oil, Ethylene/Propylene Copolymer, Ethylhexyl Palmitate, Aluminum Starch Octenylsuccinate, Butyrospermum Parkii (Shea) Butter, Stearalkonium Hectorite, Tribehenin, Tocopheryl Acetate, Propylene Carbonate, Sorbitan Isostearate, Parfum (Fragrance), Dimethicone, Tocopherol, Palmitoyl Tripeptide-1, Bht, Citric Acid, [+ / - (May Contain), CI 12085 (Red 36), CI 15850 (Red 6), CI 15850 (Red 7 Lake), CI 15985 (Yellow 6 Lake), CI 17200 (Red 33 Lake), CI 19140 (Yellow 5 Lake), CI 42090 (Blue 1 Lake), CI 45380 (Red 22 Lake), CI 45410 (Red 28 Lake), CI 73360 (Red 30 Lake), CI 75470 (Carmine), CI 77163 (Bismuth Oxychloride), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 77742 (Manganese Violet), CI 77891 (Titanium Dioxide), Mica], IL92A-X.""}]",in_stock,ROUGE ALLURE VELVET Luminous Matte Lip Colour,https://media.ulta.com/i/ulta/2605454
0.113 oz,200 Forever Nude Toucha warm nude,47.0,029d9dd8fe8300ed,Dior,,pimprod2036864,"BenefitsThe first transfer-proof bullet lipstick from Dior makeup, Rouge Dior Forever dresses the lips in ultra-pigmented color and an intense matte finish. Concentrated in floral lip care ingredients, the formula delivers weightless long wear and luxurious comfort.Key IngredientsRed peony extract helps maintain deep hydration.Jojoba derivative helps optimize comfort.","[{""ingredients"": ""Forever Nude Touch: Alkane, Isododecane, Helianthus Annuus (Sunflower) Seed Wax, Bis-Hydroxypropyl Dimethicone/Smdi Copolymer, Silica, Jojoba Esters, Cera Carnauba (Copernicia Cerifera (Carnauba) Wax), Cera Alba (Beeswax), Lauryl PEG-10 Tris(Trimethylsiloxy)Silylethyl Dimethicone, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Parfum (Fragrance), Sodium Myristoyl Glutamate, Punica Granatum Flower Extract, Aluminum Hydroxide, Lauroyl Lysine, Disteardimonium Hectorite, Polyglyceryl-3 Diisostearate, Ammonium Glycyrrhizate, Caprylic/Capric Triglyceride, Polyhydroxystearic Acid, Propylene Carbonate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Isostearic Acid, Paeonia Officinalis Flower Extract, Lecithin, Polyglyceryl-3 Polyricinoleate, Tocopherol. May Contain: CI 77891 (Titanium Dioxide), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 15985 (Yellow 6 Lake), CI 42090 (Blue 1 Lake), CI 15850 (Red 7).""}]",in_stock,Rouge Dior Forever Transfer,https://media.ulta.com/i/ulta/2604466
0.12 oz,116 Cooler In Personpink mauve,23.0,029fdcb6fae92629,KYLIE COSMETICS,"[""Clean Ingredients"", ""Vegan""]",pimprod2039150,"BenefitsCreamy and buttery texture glides on effortlesslyLightweight, non-sticky formula makes this lipstick comfortable to wearLeaves lips with a highly pigmented, satin finishHydrates and moisturizes lips for 8 hoursDoesn't dry out your lips or settle into lip linesFeaturesClean*, Vegan**, Gluten Free, Paraben Free*Does not contain animal oils, parabens or gluten, along with a long list of over 1,600 other potentially harmful and irritating ingredients**Formulated without any ingredients from animal origin","[{""ingredients"": ""Lauryl Dimethicone, C20-24 Alkyl Dimethicone, Synthetic Wax, Triisostearyl Citrate, C30-45 Alkyl Dimethicone, Calcium Sodium Borosilicate, Caprylic/Capric Triglyceride, Oryza Sativa (Rice) Bran Wax, Stearalkonium Bentonite, Copernicia Cerifera Cera/Copernicia Cerifera (Carnauba) Wax/Cire De Carnauba, Propylene Carbonate, Dicalcium Phosphate, Aroma/Flavor, Silica Dimethyl Silylate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Stearyl Dimethicone, [+/-: Titanium Dioxide (CI 77891), Red 6 (CI 15850), Red 7 Lake (CI 15850), Yellow 5 Lake (CI 19140), Blue 1 Lake (CI 42090), Iron Oxides (CI 77491, CI 77492, CI 77499)].""}]",in_stock,Crème Lipstick,https://media.ulta.com/i/ulta/2610188
